Days,Date,Total BTC,Market Cap,Count,Blocks last 24h,Blocks avg. per hour,Difficulty,Next Difficulty,Network Hashrate Terahashs,Network Hashrate PetaFLOPS,Price,Open,High,Low,Vol.,Change %
603,2015-06-09,14253800,3279514304,360151,152,6.33,47589591154,48688533863,348526.1,4426281.48,229.6,228.6,231.4,227.5,54840,0.43
604,2015-06-10,14258075,3282223123,360322,153,6.38,47589591154,48980706647,350617.56,4452842.95,228.8,229.6,230.4,227.8,41640,-0.34
605,2015-06-11,14262100,3289410744,360483,161,6.71,47589591154,49380909024,353482.32,4489225.41,229.9,228.8,230.6,228.5,38000,0.48
606,2015-06-12,14265475,3314725771,360618,135,5.63,47589591154,49206454863,352233.52,4473365.75,230.5,229.9,231.6,229.3,40750,0.25
607,2015-06-13,14269450,3290885770,360777,154,6.42,47589591154,49523834863,354505.42,4502218.82,232.5,230.5,233.1,229,38010,0.88
608,2015-06-14,14273075,3307356939,360922,150,6.25,49692386355,49583878391,354935.23,4507677.38,233.8,232.5,235.5,232.1,32900,0.55
609,2015-06-15,14276800,3388113069,361071,149,6.21,49692386355,50088884878,358550.2,4553587.59,237,233.8,238.6,233.3,63470,1.39
610,2015-06-16,14279975,3568280153,361198,127,5.29,49692386355,49699699900,355764.31,4518206.73,249.8,237,254.1,235.7,122470,5.41
611,2015-06-17,14283350,3545984471,361333,135,5.63,49692386355,49719559093,355906.47,4520012.13,247.4,249.8,258.5,245.1,121620,-0.98
612,2015-06-18,14287700,3588641609,361507,157,6.54,49692386355,50159479538,359055.54,4560005.36,248.4,247.4,251.9,242.5,78140,0.43
613,2015-06-19,14291175,3536208342,361646,158,6.58,49692386355,50468645348,361268.64,4588111.67,244.1,248.4,250.8,243.6,84700,-1.73
614,2015-06-20,14294600,3521045872,361783,137,5.71,49692386355,49967304290,357679.9,4542534.68,245,244.1,246.6,238.7,51280,0.35
615,2015-06-21,14297775,3469641059,361910,127,5.29,49692386355,49599646099,355048.1,4509110.83,244.1,245,246,240.9,25150,-0.36
616,2015-06-22,14301525,3531189538,362060,148,6.17,49692386355,49359394860,353328.31,4487269.55,247.5,244.1,248.6,243.2,47590,1.38
617,2015-06-23,14305500,3497654122,362219,143,5.96,49692386355,49390719824,353552.54,4490117.31,243.8,247.5,247.7,242.3,38430,-1.5
618,2015-06-24,14308550,3459091963,362341,165,6.88,49692386355,49467575280,354102.7,4497104.25,240.6,243.8,244.5,239.1,47110,-1.31
619,2015-06-25,14312525,3500986740,362500,149,6.21,49692386355,49265229986,352654.25,4478709.01,242.6,240.6,243.6,239.3,40360,0.83
620,2015-06-26,14316400,3449508377,362655,156,6.5,49692386355,50047658498,358255.09,4549839.7,242.9,242.6,243.5,240.1,37620,0.16
621,2015-06-27,14319675,3536530135,362786,129,5.38,49692386355,49492357683,354280.1,4499357.22,250.7,242.9,251.6,241.8,54700,3.2
622,2015-06-28,14323350,3569860657,362933,148,6.17,49402014931,49509704485,354404.27,4500934.22,248.9,250.7,251.6,246.6,39890,-0.74
623,2015-06-29,14326850,3667673600,363073,138,5.75,49402014931,49190595897,352120,4471924.01,257,248.9,257.5,248,92640,3.25
624,2015-06-30,14330350,3824913719,363213,141,5.88,49402014931,49600233651,355052.3,4509164.24,264.1,257,268.7,255.4,116530,2.78
625,2015-07-01,14334150,3796686311,363365,152,6.33,49402014931,49931722496,357425.19,4539299.94,257.6,264.1,265,254.4,66940,-2.46
626,2015-07-02,14337550,3643744957,363501,136,5.67,49402014931,49567657064,354819.11,4506202.7,254.9,257.6,261.3,253.1,45010,-1.06
627,2015-07-03,14341575,3640035151,363662,161,6.71,49402014931,49568521956,354825.3,4506281.33,255.4,254.9,256.7,252.4,36580,0.2
628,2015-07-04,14345275,3664629606,363810,146,6.08,49402014931,49792974872,356432,4526686.37,260.5,255.4,261.1,253.4,32950,2.02
629,2015-07-05,14349125,3758322820,363964,159,6.63,49402014931,50566711653,361970.62,4597026.89,270.1,260.5,274.1,257.6,48450,3.68
630,2015-07-06,14353400,3832357800,364135,169,7.04,49402014931,50964330987,364816.89,4633174.52,269.1,270.1,277.5,266.5,90580,-0.39
631,2015-07-07,14357850,3806553192,364313,140,5.83,49402014931,50731512369,363150.31,4612008.95,266.2,269.1,271.3,263.2,41610,-1.07
632,2015-07-08,14360625,3884549063,364424,143,5.96,49402014931,50937768928,364626.75,4630759.76,268.6,266.2,273.6,263.2,45290,0.91
633,2015-07-09,14364450,3939736121,364577,146,6.08,49402014931,50690662809,362857.9,4608295.31,269.1,268.6,272.3,265.1,48390,0.19
634,2015-07-10,14367975,4051768950,364718,148,6.17,49402014931,50531782858,361720.59,4593851.51,283.6,269.1,297.9,266.9,117170,5.38
635,2015-07-11,14369250,4100409180,364769,154,6.42,49402014931,50635851635,362465.54,4603312.42,292,283.6,298.8,282.3,46490,2.94
636,2015-07-12,14375225,4469688709,365008,139,5.79,51076366304,51175352518,366327.44,4652358.52,310.4,292,315.9,291.3,120700,6.33
637,2015-07-13,14377625,4127975442,365104,96,4,51076366304,51057804323,365486,4641672.2,290.4,310.4,310.9,276.9,146850,-6.47
638,2015-07-14,14377625,4202723564,365104,0,0,51076366304,51057804323,365486,4641672.2,287,290.4,297,285.2,60620,-1.17
639,2015-07-16,14377625,4020630943,365104,0,0,51076366304,51057804323,365486,4641672.2,276.6,283.4,290.8,273.3,121320,-2.41
640,2015-07-18,14377625,3937542648,365104,0,0,51076366304,51057804323,365486,4641672.2,274,279.6,282.5,243.2,55340,-1.99
641,2015-07-20,14402025,3842532280,366080,148,6.17,51076366304,51210693831,366580.43,4655571.4,277.7,273.2,278.9,271.8,46600,1.65
642,2015-07-22,14409075,3983965147,366362,127,5.29,51076366304,51111050268,365867.15,4646512.79,276.5,275.1,277.4,273.1,41970,0.5
643,2015-07-24,14416425,3982908197,366656,140,5.83,51076366304,51494472539,368611.79,4681369.76,288.4,275.5,289.8,274.3,74360,4.66
644,2015-07-26,14424500,4172039966,366979,151,6.29,52278304846,52282284251,374251.17,4752989.84,291.8,288.7,293.3,286.8,30990,1.05
645,2015-07-28,14431875,4250908781,367274,150,6.25,52278304846,52778832886,377805.6,4798131.14,293.7,293,296.7,291.7,49070,0.24
646,2015-07-30,14439225,4102126066,367568,156,6.5,52278304846,52912315599,378761.11,4810266.08,287,288.4,289.9,284.9,44790,-0.47
647,2015-08-03,14457600,4047892341,368303,159,6.63,52278304846,53744510261,384718.19,4885921.01,281.6,281.4,285,278.9,45890,0.08
648,2015-08-05,14461125,4057372302,368444,136,5.67,52278304846,53614092039,383784.62,4874064.67,281.7,284.3,285.5,280.5,38290,-0.91
649,2015-08-07,14468025,4014587577,368720,143,5.96,52278304846,53327372711,381732.2,4847998.98,277.9,278,279.6,274.3,42810,-0.04
650,2015-08-09,14475500,3781423719,369019,162,6.75,52699842409,52901939757,378686.84,4809322.81,263.9,258.6,266.8,258.6,57480,2.04
651,2015-08-11,14483275,3750617861,369330,168,7,52699842409,53330338360,381753.43,4848268.59,269,263.3,269.9,261.4,51360,2.18
652,2015-08-13,14490400,3870240936,369615,126,5.25,52699842409,53699032026,384392.64,4881786.58,263.4,267.7,268.4,261.3,56490,-1.58
653,2015-08-15,14497625,3848539533,369904,142,5.92,52699842409,53446830672,382587.32,4858858.92,260.5,265,266.5,259.4,38910,-1.7
654,2015-08-17,14504500,3777253477,370179,138,5.75,52699842409,52741004458,377534.82,4794692.16,257.1,257.1,259.9,252.9,47880,0
655,2015-08-19,14511700,3311990779,370467,141,5.88,52699842409,52941088732,378967.07,4812881.85,226,246.7,247.9,214.3,245820,-8.4
656,2015-08-21,14519350,3339247229,370773,145,6.04,52699842409,53489636523,382893.73,4862750.4,232.4,234.7,236.3,230.5,57650,-0.96
657,2015-08-23,14527425,3355835175,371096,158,6.58,54256630328,54709615244,391626.68,4973658.84,226.8,229.5,232.7,224.3,48840,-1.22
658,2015-08-25,14534675,3055334032,371386,155,6.46,54256630328,53984253018,386434.34,4907716.06,220.5,211.4,226.6,196.3,190790,4.29
659,2015-08-27,14542050,3253012959,371681,159,6.63,54256630328,54628313409,391044.7,4966267.68,222.7,225,228.4,222,60250,-1
660,2015-08-29,14549425,3385683206,371976,155,6.46,54256630328,55046570243,394038.7,5004291.47,228.5,231.6,233.1,226.4,43740,-1.36
661,2015-08-31,14557150,3506817435,372285,152,6.33,54256630328,56250837568,402659.18,5113771.58,229.5,228.4,231.8,224.2,54510,0.47
662,2015-09-02,14566175,3315741968,372646,164,6.83,54256630328,56782670645,406466.19,5162120.6,228.6,227.2,230.6,225.6,58770,0.64
663,2015-09-04,14572550,3277672519,372901,145,6.04,54256630328,56873172864,407114.03,5170348.17,230.3,226.2,231.1,225.8,61760,1.79
664,2015-09-06,14580100,3389739405,373203,147,6.13,56957648455,57767173353,413513.53,5251621.88,239.9,233.7,243.6,234.7,66270,2.65
665,2015-09-08,14587500,3466850663,373499,152,6.33,56957648455,58215535571,416723.04,5292382.55,243.2,239.6,246.4,239.2,76350,1.53
666,2015-09-10,14594675,3443190321,373786,150,6.25,56957648455,58032557101,415413.22,5275747.95,238.1,237.4,240.6,234.3,60540,0.28
667,2015-09-12,14602975,3470017331,374118,158,6.58,56957648455,59051815894,422709.36,5368408.92,235.6,239.9,240.3,233.3,43770,-1.79
668,2015-09-14,14610000,3360300000,374399,151,6.29,56957648455,58614265358,419577.25,5328631.13,229.9,230.2,232.6,226,61100,-0.12
669,2015-09-16,14617875,3318038357,374714,161,6.71,56957648455,59495540306,425885.67,5408747.96,228.6,229.5,230.9,225.1,51910,-0.41
670,2015-09-18,14625075,3384988234,375002,144,6,59335351234,59231469281,423995.37,5384741.23,232.2,232.7,234.7,230.6,53170,-0.22
671,2015-09-20,14632550,3372802775,375301,125,5.21,59335351234,58448287026,418389.14,5313542.02,231.1,231.1,232.7,229.9,33150,0
672,2015-09-22,14640100,3364294980,375603,145,6.04,59335351234,58761937044,420634.33,5342055.99,230,226.3,233.2,224.1,71550,1.63
673,2015-09-24,14646150,3355257211,375845,156,6.5,59335351234,59050278387,422698.36,5368269.14,233.8,229.9,235.8,229.6,72120,1.68
674,2015-09-26,14653725,3448927679,376148,162,6.75,59335351234,58896511003,421597.65,5354290.13,234.3,235,235.7,232.7,40290,-0.31
675,2015-09-28,14661175,3396847636,376446,147,6.13,59335351234,59283876307,424370.52,5389505.56,238.9,232.5,240.4,232.4,64280,2.74
676,2015-09-30,14669050,3452492939,376761,174,7.25,59335351234,59972022017,429296.46,5452064.98,235.9,236.7,237.8,234.4,50520,-0.33
677,2015-10-02,14676475,3458511334,377058,149,6.21,60813224039,60610356942,433865.83,5510096.1,236.7,237.1,238.4,235.1,47940,-0.14
678,2015-10-04,14683525,3442351712,377340,144,6,60813224039,61673182850,441473.84,5606717.75,238.3,238.6,277.6,237.5,31850,-0.1
679,2015-10-06,14691225,3699691192,377648,151,6.29,60813224039,62504361508,447423.65,5682280.32,246.1,240.1,247.6,239.4,78840,2.49
680,2015-10-08,14698100,3584150205,377923,134,5.58,60813224039,62023283911,443979.96,5638545.49,242.6,243,244.8,241.6,44150,-0.16
681,2015-10-10,14704725,3562263745,378188,126,5.25,60813224039,60806536523,435270.14,5527930.82,245.4,244,245.9,242.9,38960,0.54
682,2015-10-12,14712375,3648669000,378494,146,6.08,60813224039,61590382791,440881.13,5599190.39,245.4,247.6,248,244.6,40390,-0.93
683,2015-10-14,14719350,3848962832,378773,135,5.63,60813224039,60560725875,433510.56,5505584.13,252.3,248.8,255.1,248.3,69580,1.43
684,2015-10-16,14727300,3735078917,379091,166,6.92,60883825480,61620625762,441097.62,5601939.78,262.9,254.4,267.3,253.9,95180,3.31
685,2015-10-18,14734300,3906961722,379371,136,5.67,60883825480,61138886612,437649.2,5558144.81,261.7,269.6,272.4,259.5,52270,-2.93
686,2015-10-20,14742075,3859475235,379682,164,6.83,60883825480,61325327095,438983.79,5575094.14,269.8,263.8,272.1,262.7,75400,2.25
687,2015-10-22,14748850,3952396823,379953,144,6,60883825480,61245026744,438408.98,5567794.02,274.4,267.1,278.7,266.8,93150,2.74
688,2015-10-24,14756325,4001841558,380252,151,6.29,60883825480,62454381725,447065.88,5677736.65,282.6,276.9,283,277,60130,2.04
689,2015-10-26,14763875,4208737846,380554,156,6.5,60883825480,61975264275,443636.22,5634180.02,285.1,287.9,287.6,279.6,73210,-0.94
690,2015-10-28,14771575,4287375786,380862,146,6.08,60883825480,62965085668,450721.64,5724164.82,303.5,294.7,307.5,294,116410,3.01
691,2015-10-30,14778800,4474961525,381151,151,6.29,62253982450,62418298663,446807.59,5674456.34,327.1,313.6,334.9,310.8,156490,4.3
692,2015-11-01,14786750,4586554115,381469,147,6.13,62253982450,64028654255,458334.96,5820853.99,323,311.2,324.3,304.7,73710,3.76
693,2015-11-03,14794475,5381934116,381778,155,6.46,62253982450,64547367064,462048.05,5868010.25,396.5,359.3,416.8,354.6,421990,10.36
694,2015-11-05,14802175,5774624511,382086,153,6.38,62253982450,65069186353,465783.38,5915448.91,382.7,400.9,447.2,366.1,302950,-4.54
695,2015-11-07,14809425,5386706202,382376,143,5.96,62253982450,65194254840,466678.65,5926818.91,385.1,369.8,391.8,369,103030,4.13
696,2015-11-09,14816775,5762540133,382670,139,5.79,62253982450,64794801981,463819.26,5890504.59,380.2,371.6,385.1,360.2,125540,2.33
697,2015-11-11,14824125,5035458780,382964,146,6.08,62253982450,65151203360,466370.48,5922905.09,304.7,336.7,341.8,292.4,263960,-9.5
698,2015-11-13,14832300,5015690568,383291,158,6.58,65848255180,66276089457,474422.73,6025168.64,333.8,333.9,341.8,323.9,97250,-0.02
699,2015-11-15,14839900,4940647907,383595,143,5.96,65848255180,66469327941,475805.98,6042735.98,317.5,331.8,334.8,314.2,88320,-4.32
700,2015-11-17,14848200,4919208660,383927,170,7.08,65848255180,68105488289,487518.07,6191479.55,333.9,330.2,342.9,328.1,98250,1.12
701,2015-11-19,14855750,4970882508,384229,152,6.33,65848255180,68653554561,491441.29,6241304.33,325,335.9,335.6,323.4,86380,-3.26
702,2015-11-21,14863325,4784207051,384532,166,6.92,65848255180,69459656700,497211.59,6314587.19,324.7,321.1,328.4,318.4,45000,1.11
703,2015-11-23,14872050,4800102858,384881,171,7.13,65848255180,72275310921,517366.83,6570558.71,322.1,322.8,325,319.9,42730,-0.2
704,2015-11-25,14879925,4775860728,385196,154,6.42,72722780643,73035738804,522810.18,6639689.32,327.5,318.4,330,315.7,77680,2.88
705,2015-11-27,14888050,5224514506,385521,176,7.33,72722780643,74981700260,536739.92,6816596.95,359.5,353.7,363.9,345.1,103480,1.63
706,2015-11-29,14895200,5280080286,385807,152,6.33,72722780643,74818843989,535574.15,6801791.66,370.8,355.8,372.8,354.5,67370,4.22
707,2015-12-01,14903000,5695479510,386119,160,6.67,72722780643,76010640621,544105.36,6910138.06,361.8,378,379,353.7,111910,-4.28
708,2015-12-03,14911200,5363558640,386447,162,6.75,72722780643,78426965666,561402.09,7129806.51,360.3,360,371.4,355.5,87230,0.09
709,2015-12-05,14918600,5355464109,386743,152,6.33,72722780643,77640789000,555774.42,7058335.08,386.7,361.7,390.3,361.5,115200,6.92
710,2015-12-07,14926950,5687018681,387077,161,6.71,79102380900,79197350994,566916.72,7199842.35,394.3,393.4,398.7,381.7,96750,0.23
711,2015-12-09,14934975,6138095505,387398,174,7.25,79102380900,80905429908,579143.63,7355124.05,416,410.7,424.6,403.3,147360,1.3
712,2015-12-11,14944600,6223678670,387783,217,9.04,79102380900,85904549362,614928.72,7809594.7,449.8,415.5,453.4,413.7,175060,8.26
713,2015-12-13,14952600,6478662528,388103,160,6.67,79102380900,87652024234,627437.63,7968457.89,434.7,432.3,441,420.8,64140,0.56
714,2015-12-15,14961050,6701353516,388441,193,8.04,79102380900,88740211184,635227.17,8067385.12,462.6,442,464.2,440.7,107060,4.67
715,2015-12-17,14969700,6816452895,388787,163,6.79,79102380900,92585446479,662752.44,8416956,455.5,454,458.4,447.3,64580,0.34
716,2015-12-19,14977850,6940286355,389113,170,7.08,93448670796,93428917044,668790.24,8493636.03,461.2,463.2,466,452.3,61310,-0.43
717,2015-12-21,14985850,6515712707,389432,164,6.83,93448670796,96030650006,687414.17,8730159.94,437.6,441.8,445.5,424,121990,-0.95
718,2015-12-23,14993300,6499595550,389731,149,6.21,93448670796,95491929383,683557.86,8681184.77,442.4,437,444.8,434.3,63250,1.24
719,2015-12-25,15000700,6906772301,390027,136,5.67,93448670796,95854664883,686154.42,8714161.11,454,453,457.4,449.5,42390,0.24
720,2015-12-27,15009050,6262376022,390361,169,7.04,93448670796,98769209384,707017.54,8979122.76,422.4,415.4,425.5,406.1,67580,1.69
721,2015-12-29,15017925,6321630332,390716,149,6.21,93448670796,1.01E+11,723314.39,9186092.77,431.9,421.8,433.6,419.3,70650,2.41
722,2015-12-31,15026025,6381327427,391040,165,6.88,93448670796,1.04E+11,742335.2,9427657.04,430,427.1,433.1,417.1,65210,0.66
723,2016-01-02,15032975,6562494907,391318,134,5.58,1.04E+11,1.04E+11,742288.41,9427062.84,433.7,434,437.4,430.7,33570,-0.06
724,2016-01-04,15040200,6412960798,391607,143,5.96,1.04E+11,1.04E+11,744238.21,9451825.3,433.3,430.7,435.3,428.6,53010,0.61
725,2016-01-06,15048725,6509476486,391948,158,6.58,1.04E+11,1.08E+11,769611.37,9774064.39,430.8,431.2,432.1,425,43430,-0.09
726,2016-01-08,15059900,6829212853,392395,172,7.17,1.04E+11,1.09E+11,780457.9,9911815.27,452.9,457,462.9,446.5,91310,-0.91
727,2016-01-09,15063775,6812893519,392550,155,6.46,1.04E+11,1.07E+11,769177.36,9768552.49,448.3,452.9,454.5,444.9,39810,-1.01
728,2016-01-10,15068225,6955191296,392728,178,7.42,1.04E+11,1.10E+11,786516.01,9988753.3,446.2,448.3,448.9,438.6,44460,-0.47
729,2016-01-11,15072425,6744895115,392896,169,7.04,1.04E+11,1.12E+11,798312.68,10138571.04,447.7,446.2,451.1,441.8,56590,0.34
730,2016-01-12,15076625,6733522258,393064,168,7,1.04E+11,1.13E+11,808323.39,10265707.11,445,447.7,448.4,443.1,44590,-0.6
731,2016-01-13,15080325,6499604995,393212,148,6.17,1.13E+11,1.14E+11,813502.15,10331477.28,432.2,445,443.7,420.4,92040,-2.89
732,2016-01-14,15086950,5493309365,393477,124,5.17,1.13E+11,1.14E+11,812706.93,10321377.95,429.1,432.2,433.7,427,46170,-0.71
733,2016-01-16,15090375,5885548058,393614,141,5.88,1.13E+11,1.14E+11,815907.48,10362024.96,385,372.3,386.7,350.4,183960,3.43
734,2016-01-17,15094100,5781191241,393763,149,6.21,1.13E+11,1.13E+11,812243.57,10315493.3,382.5,385,390.7,377.7,66090,-0.67
735,2016-01-18,15098525,5811271287,393940,173,7.21,1.13E+11,1.15E+11,823037.04,10452570.36,384.4,382.5,387.3,373.2,69300,0.5
736,2016-01-19,15101850,5738869120,394073,133,5.54,1.13E+11,1.15E+11,824205.6,10467411.14,379.5,384.4,386.7,375.9,66350,-1.29
737,2016-01-20,15105650,6327605729,394225,152,6.33,1.13E+11,1.17E+11,834231.79,10594743.78,414.6,379.5,425.7,374,190320,9.26
738,2016-01-21,15109075,6212277495,394362,137,5.71,1.13E+11,1.15E+11,825480.9,10483607.48,410.2,414.6,423.4,403.9,89940,-1.05
739,2016-01-22,15113475,5863726031,394538,176,7.33,1.13E+11,1.17E+11,837540.84,10636768.69,382.6,410.2,411.5,374.9,144860,-6.73
740,2016-01-23,15117950,5841575880,394717,179,7.46,1.13E+11,1.18E+11,846416.41,10749488.35,388.6,382.6,395.4,380.3,61380,1.56
741,2016-01-24,15122225,6273908708,394888,171,7.13,1.13E+11,1.19E+11,854072.01,10846714.53,402.1,388.6,405.4,385.5,64540,3.48
742,2016-01-25,15126275,5920424035,395050,162,6.75,1.13E+11,1.19E+11,853967.74,10845390.3,392.8,402.1,403.8,386.9,67660,-2.33
743,2016-01-26,15130275,5962463121,395210,160,6.67,1.20E+11,1.21E+11,863188.44,10962493.19,389.8,392.8,397.7,387.9,56810,-0.76
744,2016-01-27,15134150,5971935590,395365,155,6.46,1.20E+11,1.23E+11,877756.71,11147510.21,395,389.8,397.4,389.4,43680,1.34
745,2016-01-28,15137775,5752657256,395510,145,6.04,1.20E+11,1.25E+11,893253.54,11344320,379.7,395,395.4,376.7,77320,-3.88
746,2016-01-29,15142025,5733982027,395680,169,7.04,1.20E+11,1.28E+11,914748.39,11617304.58,380.3,379.7,385.8,363.5,138460,0.16
747,2016-01-30,15146575,5704048679,395862,185,7.71,1.20E+11,1.29E+11,921362.84,11701308.02,377.8,380.3,381.8,375,36180,-0.67
748,2016-01-31,15151225,5538984836,396048,181,7.54,1.20E+11,1.32E+11,945194.53,12003970.5,369.8,377.8,380.5,366.9,39020,-2.1
749,2016-02-01,15155250,5725168482,396209,161,6.71,1.20E+11,1.34E+11,959591.33,12186809.9,372.2,369.8,379.8,365.3,74350,0.63
750,2016-02-02,15159750,5653525568,396389,180,7.5,1.20E+11,1.37E+11,983128.92,12485737.32,373.9,372.2,376.6,371.4,50980,0.47
751,2016-02-03,15164225,5593627676,396568,179,7.46,1.20E+11,1.39E+11,993064.93,12611924.58,368,373.9,375.9,366.2,59810,-1.58
752,2016-02-04,15168425,5885197216,396736,168,7,1.20E+11,1.39E+11,992469.9,12604367.79,390.6,368,391.8,368,101870,6.15
753,2016-02-05,15173100,5831477523,396923,187,7.79,1.20E+11,1.41E+11,1009652.53,12822587.1,386.5,390.6,391.1,384.5,60920,-1.07
754,2016-02-06,15178125,5698323469,397124,200,8.33,1.20E+11,1.44E+11,1031290.77,13097392.79,376.7,386.5,386.4,372.9,78850,-2.53
755,2016-02-07,15182525,5730947712,397300,176,7.33,1.44E+11,1.48E+11,1060467.26,13467934.2,377.9,376.7,382.6,375.3,40740,0.33
756,2016-02-08,15186225,5691128936,397448,148,6.17,1.44E+11,1.50E+11,1075589.9,13659991.73,372.6,377.9,380.9,372.1,62240,-1.4
757,2016-02-09,15190625,5662457375,397624,176,7.33,1.44E+11,1.54E+11,1101870.84,13993759.69,375.3,372.6,377.6,371.4,55360,0.72
758,2016-02-10,15194725,5827116259,397788,164,6.83,1.44E+11,1.55E+11,1110899.35,14108421.8,381.9,375.3,385.4,374.1,97490,1.75
759,2016-02-11,15199525,5836769595,397980,192,8,1.44E+11,1.59E+11,1139552.49,14472316.62,379.5,381.9,383.2,372.8,62650,-0.64
760,2016-02-12,15203800,5808611790,398151,171,7.13,1.44E+11,1.61E+11,1151448.21,14623392.31,384,379.5,386.4,379.3,53760,1.21
761,2016-02-13,15207700,5946210700,398307,156,6.5,1.44E+11,1.63E+11,1165849.28,14806285.81,390.1,384,392.6,383.3,48160,1.58
762,2016-02-14,15211775,6188210917,398470,164,6.83,1.44E+11,1.64E+11,1176506.7,14941635.07,405.5,390.1,405.9,390.1,73590,3.95
763,2016-02-15,15215650,6066631812,398625,152,6.33,1.44E+11,1.63E+11,1168769.59,14843373.85,401.1,405.5,410.9,396.6,86130,-1.09
764,2016-02-16,15219100,6200413531,398763,138,5.75,1.44E+11,1.63E+11,1169535.22,14853097.26,406.4,401.1,409.8,398,68330,1.33
765,2016-02-17,15222975,6327353444,398918,155,6.46,1.44E+11,1.63E+11,1165338.53,14799799.37,417.1,406.4,421.5,405,90320,2.64
766,2016-02-18,15227200,6413392096,399087,169,7.04,1.44E+11,1.64E+11,1172973.92,14896768.74,421.4,417.1,425.5,414.8,77350,1.02
767,2016-02-19,15230800,6407902176,399231,144,6,1.63E+11,1.63E+11,1168646.8,14841814.32,420,421.4,424.3,416.4,52240,-0.34
768,2016-02-20,15234550,6621392467,399381,149,6.21,1.63E+11,1.63E+11,1166455.14,14813980.32,440.1,420,442.7,419.5,111630,4.78
769,2016-02-21,15237775,6613194350,399510,128,5.33,1.63E+11,1.62E+11,1159501.44,14725668.27,437.9,440.1,447.6,425.5,100500,-0.5
770,2016-02-22,15240950,6667153578,399637,127,5.29,1.63E+11,1.59E+11,1141545.65,14497629.79,437.8,437.9,440.2,431.3,56010,-0.02
771,2016-02-23,15244350,6416179227,399773,136,5.67,1.63E+11,1.59E+11,1138859.79,14463519.32,419.9,437.8,440.8,414.4,93720,-4.09
772,2016-02-24,15247300,6500838828,399891,118,4.92,1.63E+11,1.56E+11,1116940.79,14185148.05,422.7,419.9,425.2,410.4,66510,0.67
773,2016-02-25,15251175,6440876226,400046,155,6.46,1.63E+11,1.56E+11,1113648.33,14143333.73,423.5,422.7,427.2,417.5,53540,0.18
774,2016-02-26,15254675,6572476724,400186,140,5.83,1.63E+11,1.55E+11,1109802.63,14094493.44,427.3,423.5,427.6,419.1,53210,0.91
775,2016-02-27,15258350,6548166678,400333,147,6.13,1.63E+11,1.56E+11,1115767.98,14170253.33,431.3,427.3,434.1,427.3,42790,0.93
776,2016-02-28,15261675,6558704831,400466,133,5.54,1.63E+11,1.55E+11,1108216.74,14074352.55,432.5,431.3,435.6,421.2,50850,0.27
777,2016-02-29,15265025,6646239235,400600,133,5.54,1.63E+11,1.55E+11,1112492.78,14128658.32,436.2,432.5,441.3,429.8,68770,0.86
778,2016-03-01,15268550,6644598126,400741,141,5.88,1.63E+11,1.55E+11,1111678.98,14118323.04,434,436.2,439,428.5,67460,-0.5
779,2016-03-02,15272475,6421159389,400898,156,6.5,1.63E+11,1.58E+11,1134182.3,14404115.27,425.4,434,435.9,423.9,57750,-2
780,2016-03-03,15275850,6396914946,401033,135,5.63,1.63E+11,1.58E+11,1127887.27,14324168.35,419.6,425.4,425.8,414.9,78900,-1.36
781,2016-03-04,15279725,6267559838,401188,155,6.46,1.58E+11,1.59E+11,1138309.23,14456527.22,409.5,419.6,423.4,407.2,75270,-2.4
782,2016-03-05,15283475,6053631613,401338,150,6.25,1.58E+11,1.58E+11,1132738.72,14385781.75,399,409.5,410.1,386.9,129150,-2.56
783,2016-03-06,15287175,6164400447,401486,148,6.17,1.58E+11,1.59E+11,1140819.56,14488408.38,406,399,412,393.1,62590,1.74
784,2016-03-07,15290500,6302897005,401619,133,5.54,1.58E+11,1.60E+11,1143978.62,14528528.43,414.9,406,416.6,402,61770,2.19
785,2016-03-08,15294350,6288272003,401773,154,6.42,1.58E+11,1.61E+11,1149782.42,14602236.69,411.9,414.9,416.7,408.4,53770,-0.72
786,2016-03-09,15298550,6312793672,401941,168,7,1.58E+11,1.64E+11,1174462.14,14915669.21,412.8,411.9,414.9,408.9,50920,0.21
787,2016-03-10,15302425,6365808800,402096,155,6.46,1.58E+11,1.63E+11,1170114.36,14860452.41,415.8,412.8,417.5,410.3,55740,0.74
788,2016-03-11,15306425,6387218088,402256,160,6.67,1.58E+11,1.66E+11,1186097.85,15063442.7,419.1,415.8,422.4,415.1,60630,0.79
789,2016-03-12,15313175,6328016437,402526,130,5.42,1.58E+11,1.64E+11,1171437.32,14877253.95,410.4,419.1,420.7,407,59640,-2.09
790,2016-03-13,15316850,6341175900,402673,151,6.29,1.58E+11,1.66E+11,1184736.48,15046153.32,412.4,410.4,415.9,409.6,34980,0.5
791,2016-03-14,15320950,6365854725,402837,164,6.83,1.58E+11,1.66E+11,1187753.87,15084474.12,414.3,412.4,416.1,411.2,49330,0.46
792,2016-03-15,15324850,6376363588,402993,156,6.5,1.58E+11,1.67E+11,1194964.13,15176044.5,415.1,414.3,417.4,412.3,48600,0.2
793,2016-03-16,15328425,6414332726,403136,143,5.96,1.58E+11,1.66E+11,1185123.42,15051067.41,415.9,415.1,417,413.3,44540,0.19
794,2016-03-17,15331725,6258716780,403268,132,5.5,1.65E+11,1.64E+11,1173055.39,14897803.51,418.2,415.9,419.6,415.3,43820,0.54
