Days,Date,Total BTC,Market Cap,Count,Blocks last 24h,Blocks avg. per hour,Difficulty,Next Difficulty,Network Hashrate Terahashs,Network Hashrate PetaFLOPS,Price,Open,High,Low,Vol.,Change %
205,2014-04-22,12679325,6127854376,297172,153,6.38,6978842650,7627241922,54597.92,693393.64,487.9,495.2,520.5,483.4,5680,-1.46
206,2014-04-23,12683525,6051182942,297340,171,7.13,6978842650,7764258799,55578.73,705849.86,487.3,487.9,510,482.3,4740,-0.13
207,2014-04-24,12687400,6080449137,297495,162,6.75,6978842650,7853815453,56219.8,713991.47,500.3,487.3,507.3,477.2,4230,2.67
208,2014-04-25,12691500,5744299815,297659,163,6.79,6978842650,7787243271,55743.26,707939.38,464.5,500.3,502.5,438.3,6450,-7.16
209,2014-04-26,12695675,5888634935,297826,175,7.29,6978842650,7826068124,56021.18,711468.96,457.9,464.5,468.7,448.6,6890,-1.43
210,2014-04-27,12695975,5574802623,297838,2,0.08,6978842650,7831881480,56062.79,711997.45,443.2,457.9,461.4,437.4,6960,-3.21
211,2014-04-28,12702725,5523284560,298108,105,4.38,6978842650,7903017921,56572.01,718464.47,441.9,443.2,451.1,420.8,4540,-0.28
212,2014-04-29,12702725,5619431486,298108,0,0,6978842650,7903017921,56572.01,718464.47,446.1,441.9,453.8,430.7,3720,0.95
213,2014-04-30,12711375,5691518156,298454,146,6.08,8000872136,8051954725,57638.14,732004.34,445.6,446.1,452.6,430.9,4080,-0.11
214,2014-05-01,12715675,5798729270,298626,162,6.75,8000872136,8093755027,57937.36,735804.41,460.1,445.6,464.5,444.5,4200,3.25
215,2014-05-02,12720075,5700628812,298802,171,7.13,8000872136,8236561690,58959.61,748786.99,453.7,460.1,463.4,442,3380,-1.4
216,2014-05-03,12723800,5414231376,298951,147,6.13,8000872136,8205534270,58737.5,745966.28,438.6,453.7,454.2,429.1,2580,-3.31
217,2014-05-04,12727300,5553939174,299091,143,5.96,8000872136,8163593990,58437.28,742153.48,436,438.6,446.6,428.8,3370,-0.59
218,2014-05-05,12730675,5525112950,299226,129,5.38,8000872136,8175237534,58520.63,743212,430.9,436,443.9,426.4,3040,-1.19
219,2014-05-06,12735250,5483671298,299409,183,7.63,8000872136,8323003340,59578.38,756645.41,432.2,430.9,435,420.2,4190,0.31
220,2014-05-07,12739175,5647276278,299566,163,6.79,8000872136,8436739613,60392.53,766985.19,446.5,432.2,458.8,423.5,5030,3.32
221,2014-05-08,12743350,5611279306,299733,164,6.83,8000872136,8502267000,60861.6,772942.29,441.1,446.5,455.5,439.5,2540,-1.22
222,2014-05-09,12747300,5621559300,299891,159,6.63,8000872136,8569931475,61345.96,779093.68,445.5,441.1,455.8,438.5,2270,0.98
223,2014-05-12,12757500,5561632125,300299,155,6.46,8000872136,8855552792,63390.52,805059.55,438.2,433.2,441.1,430.2,1390,1.15
224,2014-05-13,12760275,5631747371,300410,21,0.88,8853416309,8863020907,63443.97,805738.48,433.9,438.2,442.3,432.7,2650,-0.98
225,2014-05-14,12767900,5690653030,300715,148,6.17,8853416309,9062985314,64875.38,823917.27,442.6,433.9,444.3,433.9,2200,2.01
226,2014-05-15,12772125,5727531735,300884,166,6.92,8853416309,9184823919,65747.53,834993.64,448.1,442.6,450,441.5,2170,1.24
227,2014-05-16,12776600,5608901847,301063,179,7.46,8853416309,9410268488,67361.33,855488.84,453.6,448.1,455.1,441.9,1760,1.23
228,2014-05-17,12781175,5787188228,301246,188,7.83,8853416309,9808368694,70211.04,891680.18,452.8,453.6,455.9,452.2,1710,-0.19
229,2014-05-18,12784975,5748636159,301398,152,6.33,8853416309,9773307062,69960.06,888492.72,450.1,452.8,454,449,1450,-0.59
230,2014-05-19,12789350,5588562270,301573,172,7.17,8853416309,9850345488,70511.52,895496.3,443.9,450.1,451.7,441.2,1350,-1.39
231,2014-05-20,12794075,6096376738,301762,179,7.46,8853416309,10067669763,72067.19,915253.28,484.6,443.9,486.2,437.3,1900,9.16
232,2014-05-21,12798175,6246789218,301926,168,7,8853416309,10160189645,72729.47,923664.27,488.8,484.6,495.2,481.7,1400,0.88
233,2014-05-22,12802675,6523475020,302106,174,7.25,8853416309,10262576144,73462.38,932972.25,515.4,488.8,519.3,485.5,3120,5.43
234,2014-05-23,12806650,6740780228,302265,160,6.67,8853416309,10305987763,73773.13,936918.8,518.1,515.4,540.9,515.2,2760,0.53
235,2014-05-24,12810125,6598751590,302404,143,5.96,10455720139,10457550509,74858.06,950697.39,520.5,518.1,526.7,510.4,2860,0.46
236,2014-05-25,12810125,7247456320,302404,0,0,10455720139,10457550509,74858.06,950697.39,570.4,520.5,575.2,520.5,1870,9.6
237,2014-05-26,12271200,7162331304,280847,0,0,1789546951,2007973279,14373.63,182545.13,582,570.4,586.4,564.7,2960,2.03
238,2014-05-27,12822025,7350866933,302880,126,5.25,10455720139,10670393305,76381.65,970046.96,570.1,582,586.2,555.3,3350,-2.05
239,2014-05-28,12826450,7131506200,303057,177,7.38,10455720139,10812381143,77398.04,982955.1,570.8,570.1,581.8,562.6,3570,0.13
240,2014-05-29,12829750,7332202125,303189,132,5.5,10455720139,10720498698,76740.32,974602.05,564.4,570.8,573.8,557.7,3730,-1.12
241,2014-05-30,12833700,7830610392,303347,161,6.71,10455720139,10829638482,77521.57,984523.96,612.3,564.4,613.3,564,6210,8.49
242,2014-05-31,12837625,7978455561,303504,152,6.33,10455720139,10885142399,77918.88,989569.83,627.9,612.3,629,604.7,4410,2.54
243,2014-06-01,12841825,8512974211,303672,176,7.33,10455720139,11019994243,78884.19,1001829.23,649.8,627.9,675,622,3550,3.48
244,2014-06-02,12846275,7906895109,303850,178,7.42,10455720139,11198494938,80161.95,1018056.75,655.5,649.8,662.6,625.5,4130,0.88
245,2014-06-03,12851050,8814149664,304041,189,7.88,10455720139,11451061995,81969.89,1041017.66,669.4,655.5,676.5,631.4,4360,2.13
246,2014-06-04,12855700,8513944439,304227,185,7.71,10455720139,11671427413,83547.33,1061051.11,638.9,669.4,669.8,602.1,5600,-4.56
247,2014-06-05,12859525,8288683996,304380,152,6.33,10455720139,11739928897,84037.68,1067278.59,660.2,638.9,665.4,635.6,2760,3.33
248,2014-06-06,12863125,8437438213,304524,151,6.29,11756551917,11837961731,84739.43,1076190.77,650.4,660.2,663.8,647.1,6040,-1.48
249,2014-06-07,12867125,8275234101,304684,153,6.38,11756551917,11881176065,85048.77,1080119.39,651.7,650.4,659.8,641,1970,0.19
250,2014-06-08,12870575,8374883153,304822,150,6.25,11756551917,11964623319,85646.11,1087705.59,651,651.7,658.9,648.7,3310,-0.1
251,2014-06-09,12873875,8480665156,304954,132,5.5,11756551917,12000096876,85900.04,1090930.5,644.3,651,652.1,639.1,3260,-1.03
252,2014-06-10,12878300,8465292939,305131,175,7.29,11756551917,12168761032,87107.38,1106263.78,655.6,644.3,661.4,641.7,3560,1.75
253,2014-06-11,12882200,8389146284,305287,153,6.38,11756551917,12335626118,88301.85,1121433.51,643,655.6,663,642.3,3800,-1.93
254,2014-06-12,12886150,8083997341,305445,161,6.71,11756551917,12536545601,89740.09,1139699.13,597.1,643,643.8,591.1,4590,-7.13
255,2014-06-13,12889975,7451050049,305598,157,6.54,11756551917,12599565927,90191.21,1145428.32,610.3,597.1,619.1,594.9,7550,2.21
256,2014-06-14,12894850,7092167500,305793,180,7.5,11756551917,12765481027,91378.87,1160511.68,583.4,610.3,613.8,563.7,5000,-4.41
257,2014-06-15,12899150,7131682052,305965,182,7.58,11756551917,12806728988,91674.14,1164261.54,582.3,583.4,587.8,560.8,3940,-0.19
258,2014-06-16,12903975,7541212030,306158,195,8.13,11756551917,13032178927,93287.97,1184757.23,599.1,582.3,606.1,580.5,3990,2.88
259,2014-06-17,12908625,7742464189,306344,188,7.83,11756551917,13318567682,95338.02,1210792.87,605.1,599.1,608.4,594.9,3000,1
260,2014-06-18,12913025,7819740549,306520,170,7.08,13462580115,13638153179,97625.7,1239846.43,606.2,605.1,614.4,603.6,3310,0.19
261,2014-06-19,12916775,7796307055,306670,154,6.42,13462580115,13851588798,99153.53,1259249.89,600.2,606.2,612.6,598.7,5600,-1
262,2014-06-20,12921100,7759120550,306843,173,7.21,13462580115,14175471772,101471.98,1288694.14,590.8,600.2,602,587.1,2150,-1.57
263,2014-06-23,12933475,7541677408,307338,161,6.71,13462580115,15428579382,110442.07,1402614.33,591.2,603.6,604.7,582.9,2650,-2.06
264,2014-06-24,12939700,7590039829,307587,192,8,13462580115,15924181833,113989.73,1447669.62,588.8,591.2,595.7,585.4,3080,-0.41
265,2014-06-25,12944525,7419542840,307780,186,7.75,13462580115,16212460963,116053.32,1473877.11,568.5,588.8,589.6,566.9,3090,-3.45
266,2014-06-26,12948625,7312735969,307944,171,7.13,13462580115,16299301924,116674.95,1481771.84,582.7,568.5,582.7,565.8,4150,2.51
267,2014-06-27,12953175,7641077933,308126,182,7.58,13462580115,16444411341,117713.68,1494963.76,602.2,582.7,603.9,580.1,3390,3.35
268,2014-06-28,12958325,7651761329,308332,189,7.88,13462580115,16757171825,119952.51,1523396.86,597.6,602.2,608.8,594,2940,-0.78
269,2014-06-29,12962525,7634408724,308500,174,7.25,16818461371,16933568895,121215.21,1539433.14,601.1,597.6,604.3,593.2,2890,0.59
270,2014-06-30,12965625,8071101563,308624,134,5.58,16818461371,16932685439,121208.88,1539352.82,635.1,601.1,637.3,596.5,3830,5.67
271,2014-07-01,12969100,8462337750,308763,139,5.79,16818461371,16939728951,121259.3,1539993.15,643.2,635.1,652.5,634.1,4110,1.27
272,2014-07-02,12972525,8497003875,308900,138,5.75,16818461371,16866808186,120737.32,1533363.91,645.7,643.2,652.1,604.6,4780,0.39
273,2014-07-03,12975800,8228395957,309031,131,5.46,16818461371,16749384169,119896.76,1522688.88,638,645.7,646.4,633.6,4010,-1.19
274,2014-07-04,12979700,8184609429,309187,156,6.5,16818461371,16675172504,119365.53,1515942.29,624,638,642.2,623,3600,-2.21
275,2014-07-05,12983750,8153795000,309349,158,6.58,16818461371,16918192555,121105.14,1538035.27,623,624,627.8,619.7,3250,-0.16
276,2014-07-06,12987450,8129104704,309497,144,6,16818461371,16959581590,121401.41,1541797.96,626.7,623,629.4,622.7,2700,0.59
277,2014-07-07,12990950,8009180494,309637,139,5.79,16818461371,16843011593,120566.97,1531200.56,613.6,626.7,627.9,607.3,2530,-2.08
278,2014-07-08,12994850,7985010454,309793,160,6.67,16818461371,16950317285,121335.1,1540955.74,615.3,613.6,619.7,609.3,3210,0.28
279,2014-07-09,12998900,8010013172,309955,158,6.58,16818461371,17108799795,122469.56,1555363.4,623,615.3,623.8,610.5,3070,1.25
280,2014-07-10,13002675,8021870315,310106,160,6.67,16818461371,17157172851,122815.83,1559761,618.4,623,625,611.7,3610,-0.74
281,2014-07-11,13006500,8181088500,310259,150,6.25,16818461371,17240002366,123408.74,1567291.05,632.9,618.4,633.6,616.1,3120,2.35
282,2014-07-12,13010775,8182866721,310430,167,6.96,16818461371,17309130960,123903.59,1573575.54,635.9,632.9,638.6,625.9,3430,0.47
283,2014-07-13,13014350,8114460239,310573,149,6.21,17336316979,17466945273,125033.26,1587922.46,628,635.9,638.6,627.5,1700,-1.24
284,2014-07-14,13017875,8088005738,310714,139,5.79,17336316979,17579473924,125838.78,1598152.45,618.3,628,629,616.1,2550,-1.55
285,2014-07-15,13021525,8086367025,310860,146,6.08,17336316979,17758412608,127119.67,1614419.8,619.6,618.3,624.4,617.3,3690,0.21
286,2014-07-16,13025575,8026359315,311022,166,6.92,17336316979,18048054990,129193.01,1640751.23,614.8,619.6,622.4,614.2,3000,-0.77
287,2014-07-17,13029550,8117396620,311181,159,6.63,17336316979,18125400592,129746.67,1647782.73,626.6,614.8,632.5,610,2920,1.92
288,2014-07-18,13033725,7976626666,311348,164,6.83,17336316979,18197837358,130265.19,1654367.96,627.5,626.6,630.2,617.9,3350,0.14
289,2014-07-19,13038225,8078536363,311528,179,7.46,17336316979,18604053780,133173,1691297.15,627,627.5,634.1,625.1,3960,-0.07
290,2014-07-20,13042400,8001355891,311695,169,7.04,17336316979,18857056044,134984.07,1714297.63,621,627,627.9,620,2300,-0.97
291,2014-07-21,13046175,8095151588,311846,147,6.13,17336316979,18850535231,134937.39,1713704.82,625.1,621,625.9,615,2530,0.67
292,2014-07-22,13049825,8124821045,311992,141,5.88,17336316979,18647342986,133482.88,1695232.58,622.5,625.1,628.8,620,3280,-0.42
293,2014-07-23,13053400,8058647024,312135,148,6.17,17336316979,18726328362,134048.28,1702413.15,621.7,622.5,625,621,2170,-0.13
294,2014-07-24,13057050,7891550450,312281,146,6.08,17336316979,18723048726,134024.8,1702115,601.9,621.7,622,599.4,4740,-3.19
295,2014-07-25,13060950,7826774288,312437,154,6.42,17336316979,18644172440,133460.18,1694944.35,600.5,601.9,609.1,597.4,5920,-0.23
296,2014-07-26,13064850,8622801000,312593,143,5.96,18736441558,18702178941,133875.41,1700217.73,596,600.5,603,593.3,3480,-0.75
297,2014-07-27,13068575,7753585548,312742,159,6.63,18736441558,18914760451,135397.13,1719543.54,595,596,601.5,593.7,3530,-0.16
298,2014-07-28,13072075,7619843238,312882,137,5.71,18736441558,18979166279,135858.16,1725398.68,587.9,595,597.5,578.1,2330,-1.19
299,2014-07-29,13075700,7466616971,313027,151,6.29,18736441558,18869555329,135073.54,1715433.94,585.8,587.9,591.3,579.5,6720,-0.37
300,2014-07-30,13079975,7451661758,313198,170,7.08,18736441558,19139002184,137002.31,1739929.39,564.6,585.8,586.1,564.2,4100,-3.61
301,2014-07-31,13083875,7464350688,313354,162,6.75,18736441558,19231306337,137663.05,1748320.77,589.5,564.6,593.7,564,3520,4.41
302,2014-08-01,13087675,7932439818,313506,152,6.33,18736441558,19112790811,136814.69,1737546.51,598.8,589.5,604,586.4,8930,1.57
303,2014-08-02,13092000,8363824200,313679,168,7,18736441558,19188605248,137357.39,1744438.81,591.7,598.8,598.9,587.4,2120,-1.18
304,2014-08-05,13102200,7600193154,314087,132,5.5,18736441558,19424699961,139047.42,1765902.21,588.8,592.8,594.3,585.4,4090,-0.68
305,2014-08-06,13106125,7602863113,314244,152,6.33,18736441558,19400854568,138876.73,1763734.43,589.8,588.8,593.8,587.2,3010,0.17
306,2014-08-07,13110200,7695687400,314407,163,6.79,18736441558,19607444104,140355.55,1782515.51,592.8,589.8,595.1,587.9,2500,0.51
307,2014-08-08,13114525,7699537628,314580,161,6.71,19729645941,19872309040,142251.53,1806594.42,595.8,592.8,608.2,592.1,3110,0.51
308,2014-08-09,13118600,7722788634,314743,178,7.42,19729645941,20190463003,144528.96,1835517.84,589.5,595.8,595.6,587.4,1420,-1.06
309,2014-08-10,13122900,7710727336,314915,172,7.17,19729645941,20685399795,148071.86,1880512.61,592.1,589.5,596.6,588.1,1340,0.43
310,2014-08-11,13127225,7724715551,315088,175,7.29,19729645941,20940585793,149898.55,1903711.61,575.9,592.1,593.6,571.7,2570,-2.73
311,2014-08-12,13132000,7458976000,315279,188,7.83,19729645941,21280041490,152328.47,1934571.57,567.7,575.9,578.3,562,3330,-1.43
312,2014-08-13,13136075,7040804839,315442,163,6.79,19729645941,21559539609,154329.2,1959980.79,542.1,567.7,573.5,523.2,4820,-4.5
313,2014-08-14,13140025,6626908808,315600,159,6.63,19729645941,21638477158,154894.25,1967157.01,504.8,542.1,544.9,495.9,10880,-6.88
314,2014-08-15,13144250,6590789835,315769,169,7.04,19729645941,21699917209,155334.06,1972742.54,496.5,504.8,515.2,483.2,4770,-1.65
315,2014-08-16,13148500,6634996070,315939,168,7,19729645941,22092795297,158146.39,2008459.14,522,496.5,524.3,483.2,3870,5.15
316,2014-08-17,13152600,6443221993,316103,164,6.83,19729645941,22653808703,162162.28,2059460.95,485.5,522,524.7,478.2,3140,-6.99
317,2014-08-18,13156975,6090363728,316278,175,7.29,19729645941,23085931566,165255.54,2098745.3,462.2,485.5,493.3,450,6380,-4.8
318,2014-08-19,13162225,6293912751,316488,211,8.79,19729645941,23776198158,170196.66,2161497.53,485.1,462.2,487,455.8,5120,4.96
319,2014-08-20,13166125,6684178340,316644,156,6.5,23844670039,24170985126,173022.65,2197387.67,516.8,485.1,521.8,468.5,5890,6.53
320,2014-08-21,13170325,6912971889,316812,168,7,23844670039,24332862284,174181.41,2212103.94,517.9,516.8,537.2,511.4,5650,0.22
321,2014-08-22,13174500,6881041350,316979,167,6.96,23844670039,24705150429,176846.36,2245948.71,516.1,517.9,524.4,500.6,6030,-0.36
322,2014-08-23,13178400,6639014352,317135,155,6.46,23844670039,24737999035,177081.49,2248934.98,497.7,516.1,516.8,494,3130,-3.57
323,2014-08-24,13182500,6658348925,317299,166,6.92,23844670039,24915609094,178352.88,2265081.54,509.7,497.7,514.8,496.8,2530,2.42
324,2014-08-25,13185800,6577169341,317431,134,5.58,23844670039,24881405670,178108.04,2261972.1,502.9,509.7,511.3,499.7,2740,-1.33
325,2014-08-26,13189650,6801638712,317585,157,6.54,23844670039,25278485947,180950.45,2298070.72,512.6,502.9,516,501.8,3530,1.91
326,2014-08-27,13193775,6821181675,317750,165,6.88,23844670039,25585454388,183147.82,2325977.27,515.2,512.6,527.4,512.7,3790,0.52
327,2014-08-28,13198300,6733376711,317931,181,7.54,23844670039,26137139891,187096.94,2376131.08,510.8,515.2,521.6,503.3,4470,-0.87
328,2014-08-29,13202550,6783470190,318101,168,7,23844670039,26595739560,190379.72,2417822.44,512.6,510.8,515.2,506.7,3640,0.35
329,2014-08-30,13206800,6686338704,318271,170,7.08,23844670039,26890163793,192487.29,2444588.58,506,512.6,512.9,503.1,2630,-1.29
330,2014-08-31,13211625,6457049603,318464,193,8.04,23844670039,27230970705,194926.88,2475571.39,481.8,506,508.3,478.3,6100,-4.78
331,2014-09-01,13215525,6408604538,318620,156,6.5,27428630902,27438740884,196414.16,2494459.81,477.2,481.8,487.5,471.8,6790,-0.95
332,2014-09-02,13219125,6367652513,318764,144,6,27428630902,27346646677,195754.92,2486087.51,478.9,477.2,487,470.5,6750,0.37
333,2014-09-04,13227250,6523018338,319089,174,7.25,27428630902,28049512789,200786.23,2549985.17,491,480,498.5,476.3,8810,2.28
334,2014-09-05,13231175,6485260426,319246,157,6.54,27428630902,28211995945,201949.33,2564756.53,483.6,491,495,483.1,6040,-1.49
335,2014-09-06,13235175,6442618487,319406,160,6.67,27428630902,29068987917,208083.92,2642665.79,484.5,483.6,491.4,480.8,3790,0.17
336,2014-09-07,13239200,6450932592,319567,161,6.71,27428630902,29487213058,211077.69,2680686.7,485.8,484.5,490.7,478.5,3560,0.26
337,2014-09-08,13243200,6239838274,319727,156,6.5,27428630902,29647748646,212226.85,2695281.01,475.7,485.8,487,469.5,8140,-2.07
338,2014-09-09,13246525,6133141075,319860,134,5.58,27428630902,29378276769,210297.9,2670783.29,474.9,475.7,478.6,467.5,7290,-0.17
339,2014-09-10,13250425,6329741273,320016,156,6.5,27428630902,29428721770,210659,2675369.25,479.7,474.9,491,471.6,8290,1.01
340,2014-09-11,13254275,6240510298,320170,154,6.42,27428630902,29465085909,210919.3,2678675.12,478.5,479.7,488.9,474.6,6290,-0.25
341,2014-09-12,13258475,6261845158,320338,169,7.04,27428630902,29683251331,212480.99,2698508.57,477.7,478.5,479.7,471.1,5150,-0.16
342,2014-09-13,13263050,6345971534,320521,181,7.54,27428630902,29869561788,213814.65,2715446.08,478.2,477.7,480.6,474.6,5280,0.09
343,2014-09-14,13267000,6340431970,320679,162,6.75,29829733124,30392627872,217558.9,2762998.09,477.7,478.2,480.3,472,4210,-0.09
344,2014-09-15,13270925,6321074287,320836,157,6.54,29829733124,30788074642,220389.62,2798948.21,477.7,477.7,479.3,473.7,5630,0
345,2014-09-16,13274850,6089173695,320993,161,6.71,29829733124,30840638711,220765.89,2803726.82,466.8,477.7,478.8,464,6520,-2.29
346,2014-09-17,13279525,6055463400,321180,187,7.79,29829733124,31560595980,225919.55,2869178.23,461.1,466.8,469.4,458.3,7510,-1.21
347,2014-09-18,13284225,5803080849,321368,188,7.83,29829733124,32417200118,232051.36,2947052.24,424.3,461.1,462.3,408.8,8930,-7.99
348,2014-09-19,13288425,5252688499,321536,168,7,29829733124,32668747520,233852,2969920.45,397.7,424.3,429.2,386.1,14970,-6.27
349,2014-09-20,13292675,5358516561,321706,170,7.08,29829733124,33045928174,236551.97,3004209.99,411.5,397.7,427.7,387.5,14290,3.49
350,2014-09-21,13296900,5422475820,321875,170,7.08,29829733124,33843116586,242258.46,3076682.5,401.6,411.5,415.1,394.5,10420,-2.41
351,2014-09-22,13301075,5147516025,322042,158,6.58,29829733124,34343913389,245843.31,3122210.01,404.1,401.6,410.8,398.6,13520,0.62
352,2014-09-23,13304725,5174992531,322188,148,6.17,29829733124,34435399485,246498.19,3130527.03,436.9,404.1,445.5,394.8,17940,8.11
353,2014-09-24,13309000,5728859050,322358,168,7,29829733124,34732789297,248626.99,3157562.78,423.8,436.9,439.2,422.1,21370,-3
354,2014-09-25,13314225,5480135010,322568,176,7.33,34661425924,34677653976,248232.32,3152550.42,412.3,423.8,427.5,409.6,14630,-2.71
355,2014-09-26,13316825,5244445338,322672,152,6.33,34661425924,34713858551,248491.48,3155841.78,404.5,412.3,416.4,399.7,12120,-1.9
356,2014-09-27,13319825,5310347831,322792,121,5.04,34661425924,34608705715,247738.77,3146282.32,399,404.5,407.1,394.7,9740,-1.35
357,2014-09-29,13324550,4938344721,322981,125,5.21,34661425924,34460189962,246675.65,3132780.73,376.8,379.1,389.3,372.6,20690,-0.61
358,2014-09-30,13330650,5105625619,323225,151,6.29,34661425924,34176831759,244647.29,3107020.6,388.2,376.8,395.2,374.7,16920,3.03
